plot,plot_surf,crop_2018,crop_2019,crop_2020,rotation,frac_mean,apar_year,rapar
182123,1.1,LU7,LUZ,LUZ,LU7_LUZ_LUZ,0.5505483651272867,1196.0713820139708,0.5999564333122596
182125,2.23,LU7,LUZ,LUZ,LU7_LUZ_LUZ,0.6352083191579344,1333.924287902909,0.6691042609273609
182126,1.38,LU7,LUZ,LUZ,LU7_LUZ_LUZ,0.39727110709746166,875.1594002707559,0.438985097596797
182128,2.67,LU7,LUZ,LUZ,LU7_LUZ_LUZ,0.38641810977532876,807.7831759101919,0.4051887875560486
182303,1.03,LU7,LUZ,LUZ,LU7_LUZ_LUZ,0.2951001378028926,598.1249602337019,0.30002299462479515
182318,1.29,LU7,LUZ,LUZ,LU7_LUZ_LUZ,0.5997547206072787,1227.7789502124567,0.6158611358337238
182321,0.74,LU7,LUZ,LUZ,LU7_LUZ_LUZ,0.39288907192014416,795.6811656039841,0.3988703315749496
185573,8.23,BTH,MIS,BTH,BTH_MIS_BTH,0.26788606971489337,710.0761728697279,0.3614543503889208
187486,3.24,MIS,BTH,BTH,MIS_BTH_BTH,0.2748503073085213,752.6335226240432,0.3843058272201509
189005,2.75,ORH,BTH,BTH,ORH_BTH_BTH,0.3292836215891157,785.4362047601359,0.4012526150738777
189016,9.85,MIS,BTH,BTH,MIS_BTH_BTH,0.2700329093694353,766.686530920175,0.390271061857653
190168,1,PTR,PTR,PTR,PTR_PTR_PTR,0.4634718561679724,843.5388508767982,0.4364385208787944
190170,0.98,PTR,PTR,PTR,PTR_PTR_PTR,0.46931316740248363,856.1345231127548,0.4429553950623854
190247,1.75,AVH,TTH,TTH,AVH_TTH_TTH,0.2699053300506706,616.0930367599071,0.31876034329388636
196844,2.11,PTR,PTR,PTR,PTR_PTR_PTR,0.4465280065698405,890.5445546838749,0.4617973424456588
201868,4.87,TTP,MCR,MPC,TTP_MCR_MPC,0.31358817055198157,652.8654379303932,0.3377860139661108
201934,4.12,TTP,MCR,MPC,TTP_MCR_MPC,0.44478544989612623,886.2500480931068,0.4585368649191103
201936,5.66,TTH,SRS,TTH,TTH_SRS_TTH,0.35333178645498714,750.3687618023301,0.38823325348234905
203158,2.76,BTH,MPC,MCR,BTH_MPC_MCR,0.22494903139065506,527.4645119620185,0.2733679957846011
207833,5.96,PTR,MIE,BTH,PTR_MIE_BTH,0.3944535891363404,845.424637184597,0.438902051762775
208098,2.51,MIE,BTH,TTH,MIE_BTH_TTH,0.32675109556527093,710.9294326316544,0.3690788899643196
209569,6.08,TRN,BTH,BTH,TRN_BTH_BTH,0.19460606699559366,0,NA
210037,1.56,CZH,BTH,BTH,CZH_BTH_BTH,0.40166200691711773,875.1593541409627,0.4469994597842786
210041,0.89,CZH,BTH,BTH,CZH_BTH_BTH,0.3126725926705461,669.5453161134866,0.3419793128962159
210445,0.62,PTR,PTR,PTR,PTR_PTR_PTR,0.4019268146414909,761.1387235228642,0.3937886765851364
210446,0.64,TTH,BTH,PTR,TTH_BTH_PTR,0.3439317220515443,694.2256590088228,0.35892346939989755
210454,3.63,PTR,PTR,PTR,PTR_PTR_PTR,0.39402846488176074,853.4755461769267,0.4410164144386081
210464,0.94,PTR,PTR,PTR,PTR_PTR_PTR,0.42644627997097106,857.3121729701302,0.4435457237698849
210537,3.07,TTH,BTH,BTH,TTH_BTH_BTH,0.26866113888997883,638.6062726687816,0.33016754133529236
210539,0.83,PTR,PTR,PTR,PTR_PTR_PTR,0.4165938145643767,807.5784758449174,0.4178151096684527
210540,0.59,PTR,PTR,PTR,PTR_PTR_PTR,0.47849633889746995,913.2620188325491,0.4724923731471879
211084,0.42,PTR,PTR,PTR,PTR_PTR_PTR,0.49048493543399796,999.5308584851332,0.5171250940263614
211917,3.58,TTH,TTH,TTH,TTH_TTH_TTH,0.2011851318937556,507.0219153213734,0.26104666249977587
211994,3.46,TTH,TTH,TTH,TTH_TTH_TTH,0.2147003300894603,533.768238190008,0.27481734599098745
215089,3.52,CZH,BTH,BTH,CZH_BTH_BTH,0.451576351688798,1009.2835394241516,0.5128407957403629
216419,3.88,MIS,MIS,BTH,MIS_MIS_BTH,0.2796935781673093,760.3288846072097,0.38634105776541033
216424,4.01,BTH,MIS,BTH,BTH_MIS_BTH,0.28762201965227363,759.0770448480705,0.3841714323320327
216500,1.36,BTH,MIS,BTH,BTH_MIS_BTH,0.29849018324825227,751.4115006695304,0.3802918747737303
218313,12.53,BTH,MIS,BTH,BTH_MIS_BTH,0.2816760941131748,733.692354694409,0.37519870916244064
218323,11.78,MIS,BTH,MIS,MIS_BTH_MIS,0.20159757894922894,585.3105400832542,0.29927145237617014
218326,8.48,BTH,TRN,BTH,BTH_TRN_BTH,0.24045521650230534,649.596364214679,0.33219334475889084
218332,0.75,MIS,BTH,MIS,MIS_BTH_MIS,0.16408919239166161,480.858496416842,0.2458647346238126
218398,6.21,BTH,TRN,BTH,BTH_TRN_BTH,0.26091131973267956,635.0433456657029,0.32475116038957547
218401,9.31,TRN,BTH,CZH,TRN_BTH_CZH,0.2727809337209171,654.5955103427287,0.33474982931560926
222441,2.85,PTR,PTR,TTH,PTR_PTR_TTH,0.46592527110992976,988.3593896239262,0.5074117347349508
226996,1.62,MLG,MLG,PTR,MLG_MLG_PTR,0.5668337955874825,1060.3631156547688,0.5415947822875141
227071,1.7,MLG,MLG,PTR,MLG_MLG_PTR,0.5940833498256779,1122.224984580588,0.5731915673304276
230750,1.01,TTH,ORH,PTR,TTH_ORH_PTR,0.3739549734067191,676.5766595243239,0.34969263686175023
236142,0.49,BTH,MIS,BTH,BTH_MIS_BTH,0.2567355037946357,688.5700251164777,0.34559663549820063
236218,0.73,BTH,MIS,BTH,BTH_MIS_BTH,0.2447652296104625,668.0945304022756,0.33531988538525104
236440,3.78,PTR,PTR,PTR,PTR_PTR_PTR,0.43949199725667104,919.2335875847544,0.47491745858458717
238634,3.95,BTH,ORH,ORH,BTH_ORH_ORH,0.4085480949399841,833.0649415774807,0.4254991700521502
238638,3.75,ORH,BTH,LUZ,ORH_BTH_LUZ,0.3594397857991472,694.536621500731,0.3547439596483123
238805,3.04,MIE,TTH,TTH,MIE_TTH_TTH,0.31593445808261544,697.313010531688,0.3621329514453395
239610,1.5,PTR,MIE,TTH,PTR_MIE_TTH,0.5716477771803575,1166.322255526592,0.6057017642739605
239678,4.77,PTR,MIE,TTH,PTR_MIE_TTH,0.5565702708301135,1138.8977293212315,0.5914594878977248
239679,1,PTR,MIE,TTH,PTR_MIE_TTH,0.5866278406044194,1207.3980531708844,0.627033504266245
239680,0.86,MCR,TTH,PTR,MCR_TTH_PTR,0.39629138017587073,731.4646380200937,0.3798687881101513
239930,1.56,ORH,ORH,LUZ,ORH_ORH_LUZ,0.329092944023838,637.4880785943488,0.32560564587725743
239939,2.3,CZH,BTH,BTH,CZH_BTH_BTH,0.4055178974421727,874.6258039256852,0.44672694180584605
239945,1.23,BTH,ORH,LUZ,BTH_ORH_LUZ,0.30552116543738483,564.3089830186921,0.2882284344756504
244321,0.27,MIE,MIE,CPL,MIE_MIE_CPL,0.4539440081806797,1082.2406568887832,0.537417142026387
244331,0.67,MIE,MIE,CPL,MIE_MIE_CPL,0.4894993546104451,1098.600015421507,0.5455408432125132
251628,8.07,BTH,BTH,MIS,BTH_BTH_MIS,0.2692395576014654,699.1715358132913,0.35841848066782694
252248,2.27,MIE,MIE,MIE,MIE_MIE_MIE,0.3999803667759975,822.7307945206214,0.42567264171506314
253438,0.56,BTH,TRN,BTH,BTH_TRN_BTH,0.2597800776209904,587.8167144967581,0.30029554589731355
253440,6.81,BTH,TRN,BTH,BTH_TRN_BTH,0.3352879947780969,739.0884444259212,0.37787637626671416
253444,2.13,BTH,TRN,BTH,BTH_TRN_BTH,0.21160091484571456,479.4487903408064,0.24512948736489468
253688,4.03,TRN,BTH,CZH,TRN_BTH_CZH,0.18554119417193773,491.4802409014728,0.2515511625501934
253693,4.1,TRN,BTH,CZH,TRN_BTH_CZH,0.238434005656224,597.843939357324,0.30566179606939564
253698,1.51,TRN,BTH,CZH,TRN_BTH_CZH,0.22436341190589745,564.5160168877885,0.2886221106754937
253700,1.93,TRN,BTH,CZH,TRN_BTH_CZH,0.24183382009023618,620.8433886276355,0.31742080625544455
253702,1.5,TRN,BTH,CZH,TRN_BTH_CZH,0.2420429178019578,595.6372091947183,0.30453355329475507
256420,0.3,BTH,MIS,BTH,BTH_MIS_BTH,0.25770765196728046,0,NA
256429,2.37,BTH,BTH,MIS,BTH_BTH_MIS,0.24399357039102879,672.6883787582298,0.3424226164012412
261476,13.67,CZH,BTH,ORH,CZH_BTH_ORH,0.3964906778720374,867.1246274423964,0.4413976709734326
261533,4.91,BTH,SOG,TRN,BTH_SOG_TRN,0.3156896537813133,700.3782088626973,0.3565177373688139
261536,11.27,ORH,SOG,TRN,ORH_SOG_TRN,0.2711984348926982,600.0167012008875,0.30543011474187154
263254,0.38,PTR,PTR,PTR,PTR_PTR_PTR,0.509171000258616,945.5422469288128,0.47905503539420746
264498,1.11,CZH,BTH,BTH,CZH_BTH_BTH,0.421299215981214,931.3702912882401,0.4718748731824699
265827,3.25,CZH,BTH,BTH,CZH_BTH_BTH,0.24263995317035544,581.967598668848,0.2958134459422068
265828,2.39,CZH,BTH,BTH,CZH_BTH_BTH,0.285561506374114,689.8662537865761,0.35065820543725706
265831,1.88,CZH,BTH,BTH,CZH_BTH_BTH,0.3077082035340408,712.2712980559451,0.3620466630884553
265833,3.06,CZH,BTH,BTH,CZH_BTH_BTH,0.2851049379400706,682.7781546221177,0.34705533296838675
267088,2.8,CZH,BTH,BTH,CZH_BTH_BTH,0.2661477959536918,668.0115420909275,0.33954948118602607
267091,1.76,CZH,BTH,BTH,CZH_BTH_BTH,0.29021345291326395,700.255579186856,0.3559390873191717
267104,3,CZH,BTH,BTH,CZH_BTH_BTH,0.2547284044249924,643.6320190336777,0.3271573982891633
267106,2.2,CZH,BTH,BTH,CZH_BTH_BTH,0.26552251432380075,653.3121259415212,0.33207778524549547
267889,5.67,CZH,BTH,TRN,CZH_BTH_TRN,0.2528252410955741,641.9251668985135,0.3267630334107406
270548,2.17,MLG,PTR,PTR,MLG_PTR_PTR,0.6999005845423216,1332.393240509014,0.661637467426264
270631,0.98,PTR,PTR,FAG,PTR_PTR_FAG,0.7044411392212144,1313.2966142046046,0.6584133277268623
270691,3.89,BTH,SOG,MCR,BTH_SOG_MCR,0.2294215405494318,533.3618965852237,0.27642442172085935
270715,0.7,MLG,PTR,PTR,MLG_PTR_PTR,0.8296817697123685,1589.4663917122134,0.7968693781420226
270718,1.35,MLG,PTR,PTR,MLG_PTR_PTR,0.648080193001319,1126.492906611408,0.5647604168628202
273906,1.84,MLG,MIE,BTH,MLG_MIE_BTH,0.461385131898555,927.1395178715461,0.479692665497911
273911,6.5,BTH,ORH,PTR,BTH_ORH_PTR,0.4704682958871586,905.9389439102677,0.4687237016714977
274794,1.67,MLG,BTH,ORH,MLG_BTH_ORH,0.4335206023004048,934.7635758996852,0.48363727647277777
274805,1.7,AVH,ORH,PTR,AVH_ORH_PTR,0.3925823326888716,817.9799893450604,0.42321462287971245
276912,0.31,PTR,PTR,PTR,PTR_PTR_PTR,0.6664801983096938,1301.9084034579705,0.672735122397405
276913,0.73,PTR,PTR,PTR,PTR_PTR_PTR,0.4839172214403506,981.080828035237,0.5075796421274057
277167,0.57,TTH,BTH,PTR,TTH_BTH_PTR,0.3969352371250805,770.3518458377343,0.3982816733703885
278058,1.48,SRS,TRN,BTH,SRS_TRN_BTH,0.1786429601565081,469.72783142578743,0.2404177670715877
278074,1.66,BTH,BTH,LIH,BTH_BTH_LIH,0.22552577278759792,536.4877961339658,0.27502140882136233
281820,0.56,CZH,BTH,SOJ,CZH_BTH_SOJ,0.21380547813537285,407.78409834097033,0.20828123564531195
281826,1.56,CZH,BTH,SOJ,CZH_BTH_SOJ,0.37339885496785924,682.6888209820852,0.34869253552034307
281956,2.57,BTH,SOG,BTH,BTH_SOG_BTH,0.31970117402846543,668.7898179480293,0.34043810851470313
283368,7.3,BTH,MPC,MPC,BTH_MPC_MPC,0.2642422133020761,609.5145115624567,0.31245732125677794
283370,0.89,BTH,MPC,MPC,BTH_MPC_MPC,0.2769761470022498,582.5800136129433,0.29864980573573235
283880,1.02,MIS,MPC,MPC,MIS_MPC_MPC,0.3497623620322134,803.3685743818102,0.4118333328762677
284457,1.53,BTH,MIE,BTH,BTH_MIE_BTH,0.2536333348069954,547.946123640258,0.27852037019836184
284469,2.57,TTH,PTR,PTR,TTH_PTR_PTR,0.4917384827385435,957.182418959023,0.4865346977997011
284472,1.81,BTH,MIE,BTH,BTH_MIE_BTH,0.27120479430991185,660.8149948022217,0.33589148466314844
284474,1.18,BTH,MIE,BTH,BTH_MIE_BTH,0.23564156873152609,569.9916213087798,0.2897260707352179
1292028,3.7,PTR,PTR,PTR,PTR_PTR_PTR,0.6343746033768956,1160.240962202413,0.5956536514169047
1292031,4.89,PTR,PTR,PTR,PTR_PTR_PTR,0.720470457856086,1420.837877268066,0.7294409499726998
2181512,1.37,PTR,PTR,AVH,PTR_PTR_AVH,0.3450539164296251,807.9119338457084,0.4133387484543305
2233202,2.39,TTH,TTH,TTH,TTH_TTH_TTH,0.2609952189422624,648.7343227134937,0.32889426959053925
2233364,1.46,TTH,TTH,TTH,TTH_TTH_TTH,0.31994691882563286,710.8217946989603,0.36037127494454985
4340298,7.02,PTR,PTR,MOH,PTR_PTR_MOH,0.6320994015617892,1236.106903348835,0.6224970917102034
4340380,4.5,PTR,TTH,MOH,PTR_TTH_MOH,0.3971981584761609,838.1478652633248,0.4220869628152998
4340381,3.94,TTH,PTR,TTH,TTH_PTR_TTH,0.3542328867535428,685.4083721124719,0.34516813806146335
4358486,1.2,PTR,PTR,PTR,PTR_PTR_PTR,0.4873542898846357,1030.59622649137,0.5031160583301797
4358564,0.58,PTR,PTR,PTR,PTR_PTR_PTR,0.5089878740798797,0,NA
4358651,0.84,PTR,PTR,PTR,PTR_PTR_PTR,0.7711414172616947,1588.2280357245245,0.7753405344628417
4361955,0.31,TTH,TTH,TTH,TTH_TTH_TTH,0.4675516145987299,971.0803136105649,0.47359890334664095
4373472,1.26,PTR,PTR,PTR,PTR_PTR_PTR,0.48683991433538404,980.6991047206068,0.47875730115444926
4412839,1.23,PTR,PTR,PTR,PTR_PTR_PTR,0.4688155351081573,986.0147867562487,0.48091402476115436
4420082,1.01,PTR,PTR,PTR,PTR_PTR_PTR,0.6735511405952227,1405.030116362602,0.6852777008503319
4421302,0.4,BTH,PTR,PTR,BTH_PTR_PTR,0.6306025248186243,1285.3714602557086,0.6232406675845947
4421307,0.44,BTH,PTR,PTR,BTH_PTR_PTR,0.5903457739813824,1183.5453980023483,0.5738680582039027
4427316,0.31,BTH,PTR,PTR,BTH_PTR_PTR,0.6264952741958232,1283.201236322495,0.622188386703335
4427318,0.34,BTH,PTR,PTR,BTH_PTR_PTR,0.5393828808942868,1099.1129213727631,0.5329291119712122
4439224,1.71,TTH,MCR,PTR,TTH_MCR_PTR,0.21527870856401396,512.1243379165085,0.25779149210734026
4439228,1.79,TTH,BTH,PTR,TTH_BTH_PTR,0.24723151365016807,454.08266669590586,0.22857466345741545
4439229,1.21,RGA,RGA,MCR,RGA_RGA_MCR,0.3765404156841344,745.3344966507079,0.37518406719811875
4439315,2.19,TTH,ORH,PTR,TTH_ORH_PTR,0.3662698401108703,763.9266197727788,0.38454290997559953
4439320,2.47,RGA,RGA,TTH,RGA_RGA_TTH,0.4521994681403822,905.4351833024077,0.45577503279694587
4439323,1.54,RGA,BTH,TTH,RGA_BTH_TTH,0.25318490557430506,559.2316305495083,0.2815042086448971
4442968,1.66,MCR,PTR,PTR,MCR_PTR_PTR,0.3376581993777642,735.7626494531611,0.37036582172804827
4442981,0.63,MCR,MCR,PTR,MCR_MCR_PTR,0.2635910381689344,0,NA
4444400,2.01,PTR,PTR,PTR,PTR_PTR_PTR,0.3521151948117277,697.143686395698,0.35092593306600084
4448132,3.59,TTH,TTH,TTH,TTH_TTH_TTH,0.22422621500175882,601.7130316263175,0.28623767310065085
4448224,0.97,TTH,TTH,TTH,TTH_TTH_TTH,0.3407856244808199,836.3291545969555,0.3978456483002266
4448225,1.04,TTH,TTH,PTR,TTH_TTH_PTR,0.3199292672887395,756.1420877794345,0.3597002896122535
4448431,2.52,TTH,TTH,TTH,TTH_TTH_TTH,0.18497939074791356,508.34362437055483,0.24182141407524535
4452994,0.32,PTR,MCR,MCR,PTR_MCR_MCR,0.26011149744978423,583.6463615751571,0.28212892912938653
4453184,0.54,PTR,MCR,MCR,PTR_MCR_MCR,0.244309573992037,567.3013309404798,0.2742279015669031
4455888,0.92,AVP,PTR,PTR,AVP_PTR_PTR,0.29363597223743826,576.1023017281348,0.28805278475645
4456387,0.73,MIE,BTH,BTH,MIE_BTH_BTH,0.2807609223756474,566.5205482401453,0.28390621482427353
4462512,1.21,PTR,PTR,PTR,PTR_PTR_PTR,0.49891672217663485,964.0695374858934,0.48529020427894504
4462518,1.68,PTR,PTR,PTR,PTR_PTR_PTR,0.618084521734523,1125.7773909314449,0.56669018029805
4462614,0.54,BTH,PTR,PTR,BTH_PTR_PTR,0.28761275173624895,584.4980613839401,0.29422274284214706
4462690,0.75,PTR,PTR,PTR,PTR_PTR_PTR,0.4026456518964104,768.8553759205536,0.38702393129697876
4483186,0.71,MIE,BTH,BTH,MIE_BTH_BTH,0.24175051835013645,586.7652647432216,0.2883984454640168
4483188,0.83,PTR,PTR,PTR,PTR_PTR_PTR,0.6627161020800892,1392.2382123279745,0.6842929537192376
4483192,0.26,MLG,MLG,MLG,MLG_MLG_MLG,0.6442493444281094,1282.8105054201926,0.6292998916740026
4483306,2.96,PTR,PTR,TTH,PTR_PTR_TTH,0.5157520132529171,1077.3944283328208,0.5295454536129612
4483307,0.46,TTH,PTR,PTR,TTH_PTR_PTR,0.5444169486960811,1133.9178748497932,0.5573270471858136
4483581,0.81,PTR,PTR,PTR,PTR_PTR_PTR,0.6509543465233928,1374.5524863063076,0.6743051503537948
4490294,1.22,MCR,MCR,MLG,MCR_MCR_MLG,0.614698494311018,1287.1865139343895,0.6196776626699133
4499264,0.46,LUZ,LUZ,LUZ,LUZ_LUZ_LUZ,0.713565309415825,1414.9732854053736,0.7074906557296539
4499545,2.93,BTH,BTH,TRN,BTH_BTH_TRN,0.24522596732113516,523.3500339878256,0.26227173513687824
4503802,0.62,ORH,BTH,TRN,ORH_BTH_TRN,0.2962004934407309,605.512487184161,0.296805447106775
4503820,0.65,PTR,PTR,PTR,PTR_PTR_PTR,0.4923045830316236,956.1614145190816,0.4686838374916439
4504008,2.48,MLG,MCR,MLG,MLG_MCR_MLG,0.541286662289792,1176.240946898363,0.5770207659963046
4509362,0.71,TRN,BTH,ORH,TRN_BTH_ORH,0.210391362342369,456.64877776847555,0.2283256839926886
4513328,3.45,RGA,MIE,BTH,RGA_MIE_BTH,0.394820156988416,758.3245387679065,0.38219946175639935
4513330,2.38,BTH,BTH,RGA,BTH_BTH_RGA,0.27294575409916844,577.5496028422637,0.2910879657179272
4513909,0.46,RGA,SOG,RGA,RGA_SOG_RGA,0.3705529266692334,0,NA
4514924,1.59,PTR,SOG,BTH,PTR_SOG_BTH,0.5795263638699452,1185.6076917595403,0.5639990644414713
4514928,0.79,BTH,PTR,PTR,BTH_PTR_PTR,0.6047781144159509,1157.1360159209912,0.5504549565146822
4514929,2.15,PTR,PTR,SOG,PTR_PTR_SOG,0.49033606121456774,993.571834506013,0.47264671865037144
4514942,1.25,PTR,PTR,PTR,PTR_PTR_PTR,0.7976568004265262,1631.2151618308376,0.7759765996541179
4550084,0.89,MLG,MLG,BTH,MLG_MLG_BTH,0.38464052318486536,742.7026266574626,0.3721981349650607
4550086,0.81,MLG,MLG,MLG,MLG_MLG_MLG,0.6336580271156861,1242.6351630612014,0.6227344209281934
4550096,0.52,PTR,PTR,MIE,PTR_PTR_MIE,0.4758398919319675,1025.0177227962108,0.5136775757046528
4550100,4.26,BTH,MIE,TRE,BTH_MIE_TRE,0.36606388140318774,863.6895153835861,0.43282952729196167
4550102,3.03,BTH,PTR,PTR,BTH_PTR_PTR,0.29506968776590436,622.9201483360266,0.3121703210964381
4550390,0.66,TTH,TTH,TTH,TTH_TTH_TTH,0.22817232768637297,494.5899415515949,0.23527872352386572
4551452,1.69,PTR,PTR,PTR,PTR_PTR_PTR,0.5328830548632943,953.3840595015182,0.4728171041868059
4551627,0.94,BTH,ORH,AVH,BTH_ORH_AVH,0.4292859981708617,858.2354691372806,0.42068325184301264
4562560,0.45,ORH,SGH,AVP,ORH_SGH_AVP,0.25561621078690105,518.9626036824366,0.25123948922876665
4587283,3.23,TTH,TTH,TTH,TTH_TTH_TTH,0.217290875193481,535.4968117379557,0.2592440081617199
4587925,0.36,TTH,TTH,TTH,TTH_TTH_TTH,0.1922328080950688,557.5902895955261,0.2699398734376304
4588689,1.52,TTH,TTH,TTH,TTH_TTH_TTH,0.15108830119088065,441.0214791011638,0.21350673509433352
4596351,2.5,BTH,SOG,BTH,BTH_SOG_BTH,0.2662489063645414,560.0255785874258,0.28065132450258923
4602984,0.89,MCR,MCR,MLG,MCR_MCR_MLG,0.6073091792906008,1281.7058411556106,0.6170391557708381
4602991,2.21,MLG,PTR,FAG,MLG_PTR_FAG,0.7942445307169824,1661.9003932515118,0.8000725148467488
4603084,2.45,EPE,PTR,PTR,EPE_PTR_PTR,0.7000225809227443,1359.6040318054218,0.6545409227529546
4603176,1.21,MLG,PTR,PTR,MLG_PTR_PTR,0.7618163455272052,1567.7129025917138,0.7547287488633655
4603183,0.6,SGH,TTH,TTH,SGH_TTH_TTH,0.46410852079537646,1013.2140679326885,0.48778177723574784
6751318,2.03,BTH,BTH,TRN,BTH_BTH_TRN,0.231451479927615,581.875171297391,0.29206537641913305
6751320,5.15,BTH,TRN,BTH,BTH_TRN_BTH,0.3102887965127132,721.1172062974132,0.3617169123983498
6751326,2.36,BTH,TRN,BTH,BTH_TRN_BTH,0.2853808159870763,690.3524065583227,0.3462850959405024
6751328,4.58,BTH,TRN,BTH,BTH_TRN_BTH,0.3519921854977706,741.0582122825351,0.3721845283304497
6751383,1.48,BTH,BTH,MIE,BTH_BTH_MIE,0.4081042803809057,867.9355307594221,0.4381396070140144
6751386,4.02,MIS,BTH,TRN,MIS_BTH_TRN,0.33461875686057807,693.3782050054106,0.3500300866120641
6751390,3.99,BTH,MIS,TRN,BTH_MIS_TRN,0.19491436322239258,485.34784580761004,0.24500680856005644
6751394,1.14,LUZ,TRN,BTH,LUZ_TRN_BTH,0.3637910512175302,834.5430621180172,0.4198029809329393
6751397,15.23,BTH,BTH,CZH,BTH_BTH_CZH,0.39792917486933166,871.6430840963226,0.43715508714384277
6751410,2.31,MC7,MLG,MLG,MC7_MLG_MLG,0.565503612478098,1058.7963729817957,0.5471118441819256
6751429,0.53,MLG,PTR,PTR,MLG_PTR_PTR,0.33175802747735506,647.4691350690454,0.3345667227220397
6751434,2,TTH,TTH,TTH,TTH_TTH_TTH,0.3135331855083591,699.5242143112615,0.3614651435421257
6751436,0.47,TTH,PTR,PTR,TTH_PTR_PTR,0.2777276418739393,538.9625712381477,0.27849812657056144
6751453,3.67,ML7,MLG,MLT,ML7_MLG_MLT,0.509329340191694,937.6400509093988,0.4845067385215684
6751455,0.71,MC7,MLG,MLG,MC7_MLG_MLG,0.626674453662073,1136.0461404903408,0.5870291161359276
6751474,3.63,TRN,BTH,MIS,TRN_BTH_MIS,0.22705070388920168,601.8026407060245,0.3049824345385105
6751475,1.03,BTH,TRN,BTH,BTH_TRN_BTH,0.1898820639565191,450.4141964198445,0.2264235633093631
6751476,1.51,MIS,BTH,TRN,MIS_BTH_TRN,0.14769661669601206,416.9581876208478,0.21013095101032994
6751479,6.45,BTH,MIS,BTH,BTH_MIS_BTH,0.29509707451810263,733.242035516454,0.3715934859232705
6751482,0.73,BTH,MIS,BTH,BTH_MIS_BTH,0.33019464314284014,833.440047935868,0.4226473633019489
6751493,1.79,MIS,BTH,SOJ,MIS_BTH_SOJ,0.2500151923518242,615.0621334032764,0.30996774942814614
6751497,5,BTH,MIS,BTH,BTH_MIS_BTH,0.2677083236943388,703.7069017976229,0.35662562706605133
6751500,3.05,MIS,BTH,MIS,MIS_BTH_MIS,0.2640978767804515,695.7333823213123,0.35258479504365853
6751503,2.19,TRN,MIS,BTH,TRN_MIS_BTH,0.19071393989566637,512.9814514965328,0.25996950057740953
6751508,0.75,MIS,BTH,MIS,MIS_BTH_MIS,0.29752388728797824,692.5397935905562,0.3509663434116117
6751512,0.8,TTH,TTH,TTH,TTH_TTH_TTH,0.3361410087837351,778.4740978405763,0.3982779506348879
6751527,1.8,AVP,PTR,PTR,AVP_PTR_PTR,0.319018664927966,666.7737890548902,0.33608738357251916
6751531,0.6,TTH,PTR,PTR,TTH_PTR_PTR,0.5249477188743034,1033.2793390357451,0.5286397822690381
6751549,3.29,AVP,PTR,PTR,AVP_PTR_PTR,0.34824480370810384,724.5003741023684,0.3706642584925074
6751552,2.84,TTH,TTH,TTH,TTH_TTH_TTH,0.3548031480138737,833.1183943838894,0.42623471695701254
6751556,2.81,TRN,BTH,BTH,TRN_BTH_BTH,0.3876246121650802,887.4162216931634,0.446293844548651
6751558,1.01,BTH,TRN,BTH,BTH_TRN_BTH,0.3354810616282121,739.8386079385654,0.3715720017299928
6751559,8.1,BTH,MIS,BTH,BTH_MIS_BTH,0.35157386919784867,848.3298869094762,0.42601519455057096
6751566,1,MLG,MLG,MLG,MLG_MLG_MLG,0.5594811397246072,1020.3904714826077,0.527554813646668
6751572,2.22,TTH,ORP,PTR,TTH_ORP_PTR,0.5119318459114255,976.6381487568893,0.5049343079606066
6751577,2.19,MLG,MLG,MLG,MLG_MLG_MLG,0.5902850303483854,1127.7697737511426,0.583071274629959
6751580,4.06,BTH,BTH,BTH,BTH_BTH_BTH,0.2360531640533816,581.4526286401215,0.30061838258927037
6751582,2.95,BTH,BTH,BTH,BTH_BTH_BTH,0.16894191309182036,402.04691597525215,0.20786335404167575
6751583,0.63,PTR,PTR,TTH,PTR_PTR_TTH,0.5502615480169866,1060.037592468567,0.548052877973929
6751589,0.41,PTR,PTR,PTR,PTR_PTR_PTR,0.4859525708818594,968.3170759131589,0.5006322077782751
6751595,1.15,MLG,MLG,MLG,MLG_MLG_MLG,0.5737176552428197,1112.5466179312193,0.5755958102967859
6751599,2.39,BTH,ORP,LUZ,BTH_ORP_LUZ,0.44214773187305784,974.6984200535605,0.4996626849497774
6751600,7.43,BTH,ORH,CZH,BTH_ORH_CZH,0.34863732965930544,793.2635260990171,0.4055704741779208
6751605,1.66,BTH,ORH,MCR,BTH_ORH_MCR,0.4145364349149127,920.5036957856912,0.4718806747600939
6751608,8.58,ORH,TRN,BTH,ORH_TRN_BTH,0.2557782212830604,656.393131605806,0.33648885416550395
6751610,12.85,CZH,BTH,BTH,CZH_BTH_BTH,0.2773536159199519,659.3127462017934,0.3379855452835314
6751611,9.87,BTH,BTH,ORH,BTH_BTH_ORH,0.35880187098228106,820.32580399664,0.42052617027533745
6751619,4.18,MIS,BTH,ORH,MIS_BTH_ORH,0.32202098940043206,779.8832376665913,0.399793971614729
6751630,4.97,CZH,BTH,TTH,CZH_BTH_TTH,0.24275801899969082,591.9065486983623,0.3058055728424762
6751637,1.6,TTH,TTH,ORH,TTH_TTH_ORH,0.22508742870563653,570.6474025745786,0.291449764463494
6751641,5.19,ORH,AVP,BTH,ORH_AVP_BTH,0.2997742589702528,670.1838833543887,0.3443094370202979
6751642,2.61,AVP,BTH,TTH,AVP_BTH_TTH,0.3628497039164966,825.7584917934468,0.42174399962414105
