date,day_num,plot,ndvi,SURF_PARC,CODE_CULTU_2018,CODE_CULTU_2019,CODE_CULTU_2020,crop,year,com,radiation,min_ndvi,max_ndvi,scaled_ndvi,frac,par,apar,rotation,gp
2018-01-01,1,6787103,0.5908045977011495,0.33,MIS,MIS,MIS,MIS,2018,63195,1909109.543092894,0.1581965907280548,0.8487464036169339,0.6264689366336972,0.3924633285669553,916372.580684589,359642.6332229646,MIS_MIS_MIS,top
2018-01-01,1,6801438,0.20906017061610124,1.2,MIS,MIS,MIS,MIS,2018,63149,1968813.1030983052,0.05225541919217437,0.679742152516227,0.2498933333510786,0.0624466780533133,945030.2894871864,59014.0022382358,MIS_MIS_MIS,low
2018-01-01,1,6815364,0.17193382973985358,6.66,MIS,MIS,MIS,MIS,2018,63444,1833419.5390311545,0.11633484928319594,0.8640873567770765,0.07435478971912728,0.00552863475417563,880041.3787349542,4865.427351586711,MIS_MIS_MIS,low
2018-01-01,1,6819224,0.75,1.78,MIS,MIS,MIS,MIS,2018,63366,1890565.938362437,0.10322638241291604,0.75,1,1,907471.6504139698,907471.6504139698,MIS_MIS_MIS,top
2018-01-01,1,6838703,0.20989948015326337,1.33,MIS,MIS,MIS,MIS,2018,63194,1932370.0805754496,0.15,0.7526723339348179,0.099389795715663,0.00987833149240122,927537.6386762158,9162.524266522729,MIS_MIS_MIS,low
2018-01-01,1,6841153,0.75,3.36,MIS,MIS,MIS,MIS,2018,63138,1922918.2161650509,0.18184657615101008,0.75,1,1,923000.7437592244,923000.7437592244,MIS_MIS_MIS,top
2018-01-01,1,6851622,0.53117647058823525,0.58,MIS,MIS,MIS,MIS,2018,63455,1842127.7542686316,0.27396412680756393,0.7400515569439244,0.551854281299584,0.3045431477886804,884221.3220489431,269283.5447586537,MIS_MIS_MIS,top
2018-01-01,1,6857720,0.20570261853163535,5.45,MIS,MIS,MIS,MIS,2018,63149,1968813.1030983052,0.05515684448253138,0.7837335879847629,0.20662994721110373,0.04269593508446351,945030.2894871864,40348.95189279667,MIS_MIS_MIS,low
2018-01-01,1,13282854,0.17239875922906864,14.48,MIS,MIS,MIS,MIS,2018,63327,1929480,0.15,0.72812692995962,0.03874367040925271,0.0015010719967808,926150.4,1390.2184302473404,MIS_MIS_MIS,low
2018-01-01,1,13291807,0.3235140997764091,4.52,MIS,MIS,MIS,MIS,2018,63151,1940886.0317766245,0.19443403751167376,0.8755654353370409,0.18950831319308775,0.03591340076928945,931625.2952527796,33457.83259522069,MIS_MIS_MIS,top
2018-01-02,2,6787103,0.5908045977011495,0.33,MIS,MIS,MIS,MIS,2018,63195,1768199.652556897,0.1581965907280548,0.8487464036169339,0.6264689366336972,0.3924633285669553,848735.8332273104,333097.6901824385,MIS_MIS_MIS,top
2018-01-02,2,6801438,0.20906017061610124,1.2,MIS,MIS,MIS,MIS,2018,63149,1784743.292594245,0.05225541919217437,0.679742152516227,0.2498933333510786,0.0624466780533133,856676.7804452375,53496.61910421271,MIS_MIS_MIS,low
2018-01-02,2,6815364,0.17193382973985358,6.66,MIS,MIS,MIS,MIS,2018,63444,1522754.3164571312,0.11633484928319594,0.8640873567770765,0.07435478971912728,0.00552863475417563,730922.0718994229,4041.001169297212,MIS_MIS_MIS,low
2018-01-02,2,6819224,0.75,1.78,MIS,MIS,MIS,MIS,2018,63366,1616113.9488796538,0.10322638241291604,0.75,1,1,775734.6954622339,775734.6954622339,MIS_MIS_MIS,top
2018-01-02,2,6838703,0.20989948015326337,1.33,MIS,MIS,MIS,MIS,2018,63194,1722982.413737742,0.15,0.7526723339348179,0.099389795715663,0.00987833149240122,827031.5585941161,8169.691890469923,MIS_MIS_MIS,low
2018-01-02,2,6841153,0.75,3.36,MIS,MIS,MIS,MIS,2018,63138,1873554.919811416,0.18184657615101008,0.75,1,1,899306.3615094796,899306.3615094796,MIS_MIS_MIS,top
2018-01-02,2,6851622,0.53117647058823525,0.58,MIS,MIS,MIS,MIS,2018,63455,1540684.3999918532,0.27396412680756393,0.7400515569439244,0.551854281299584,0.3045431477886804,739528.5119960895,225218.340922768,MIS_MIS_MIS,top
2018-01-02,2,6857720,0.20570261853163535,5.45,MIS,MIS,MIS,MIS,2018,63149,1784743.292594245,0.05515684448253138,0.7837335879847629,0.20662994721110373,0.04269593508446351,856676.7804452375,36576.61620625706,MIS_MIS_MIS,low
2018-01-02,2,13282854,0.17239875922906864,14.48,MIS,MIS,MIS,MIS,2018,63327,1613180,0.15,0.72812692995962,0.03874367040925271,0.0015010719967808,774326.4,1162.3196754080916,MIS_MIS_MIS,low
2018-01-02,2,13291807,0.3235140997764091,4.52,MIS,MIS,MIS,MIS,2018,63151,1875607.7630397775,0.19443403751167376,0.8755654353370409,0.18950831319308775,0.03591340076928945,900291.7262590931,32332.53757441824,MIS_MIS_MIS,top
2018-01-03,3,6787103,0.5908045977011495,0.33,MIS,MIS,MIS,MIS,2018,63195,1684403.336420478,0.1581965907280548,0.8487464036169339,0.6264689366336972,0.3924633285669553,808513.6014818294,317311.9392292156,MIS_MIS_MIS,top
2018-01-03,3,6801438,0.20906017061610124,1.2,MIS,MIS,MIS,MIS,2018,63149,1838744.3218647316,0.05225541919217437,0.679742152516227,0.2498933333510786,0.0624466780533133,882597.2744950711,55115.26785112549,MIS_MIS_MIS,low
2018-01-03,3,6815364,0.17193382973985358,6.66,MIS,MIS,MIS,MIS,2018,63444,1466364.327698766,0.11633484928319594,0.8640873567770765,0.07435478971912728,0.00552863475417563,703854.8772954077,3891.356536511418,MIS_MIS_MIS,low
2018-01-03,3,6819224,0.75,1.78,MIS,MIS,MIS,MIS,2018,63366,1484008.4520441394,0.10322638241291604,0.75,1,1,712324.0569811868,712324.0569811868,MIS_MIS_MIS,top
2018-01-03,3,6838703,0.20989948015326337,1.33,MIS,MIS,MIS,MIS,2018,63194,1718051.6304534671,0.15,0.7526723339348179,0.099389795715663,0.00987833149240122,824664.7826176642,8146.312092806279,MIS_MIS_MIS,low
2018-01-03,3,6841153,0.75,3.36,MIS,MIS,MIS,MIS,2018,63138,1760013.8828842111,0.18184657615101008,0.75,1,1,844806.6637844213,844806.6637844213,MIS_MIS_MIS,top
2018-01-03,3,6851622,0.53117647058823525,0.58,MIS,MIS,MIS,MIS,2018,63455,1594941.539357581,0.27396412680756393,0.7400515569439244,0.551854281299584,0.3045431477886804,765571.9388916388,233149.68812874297,MIS_MIS_MIS,top
2018-01-03,3,6857720,0.20570261853163535,5.45,MIS,MIS,MIS,MIS,2018,63149,1838744.3218647316,0.05515684448253138,0.7837335879847629,0.20662994721110373,0.04269593508446351,882597.2744950711,37683.31593756598,MIS_MIS_MIS,low
2018-01-03,3,13282854,0.17239875922906864,14.48,MIS,MIS,MIS,MIS,2018,63327,1850230,0.15,0.72812692995962,0.03874367040925271,0.0015010719967808,888110.4,1333.1176514897986,MIS_MIS_MIS,low
