date,day_num,plot,ndvi,SURF_PARC,CODE_CULTU_2018,CODE_CULTU_2019,CODE_CULTU_2020,crop,year
2020-04-04,825,6838905,0.8342845561138271,0.83,BTH,BTH,CZH,CZH,2020
2020-12-12,1077,6843381,0.3609100340075017,1.2,BTH,BTH,CZH,CZH,2020
2020-03-16,806,6867304,0.7374333405575425,1.14,TTH,TTH,CZH,CZH,2020
2020-03-09,799,6770544,0.812159453409566,3.09,BTH,BTH,CZH,CZH,2020
2020-01-25,755,13286306,0.6655011514399612,4.01,BTH,ORH,CZH,CZH,2020
2020-04-25,846,13285642,0.7510080459555989,13.78,BTH,BTH,CZH,CZH,2020
2020-06-06,888,6753337,0.7334564313843904,2.68,BTH,ORH,CZH,CZH,2020
2020-12-12,1077,6859435,0.30379795511572755,1.01,BTH,BTH,CZH,CZH,2020
2020-04-03,824,6767114,0.7763104610033233,1.78,MIE,BTH,CZH,CZH,2020
2020-04-22,843,6830776,0.6839361039703594,8.17,ORH,BTH,CZH,CZH,2020
2020-02-15,776,6859768,0.8005297370852239,8.33,BTH,BTH,CZH,CZH,2020
2020-08-14,957,6838982,0.15452358710748829,1.99,BTH,BTH,CZH,CZH,2020
2020-11-23,1058,6857695,0.24624888881186716,0.37,BTH,BTH,CZH,CZH,2020
2020-05-04,855,13286098,0.7234951168554868,3.9,BTH,BTH,CZH,CZH,2020
2020-12-23,1088,6860280,0.7493025526916923,1.16,LUZ,TTH,CZH,CZH,2020
2020-07-25,937,13279241,0.2798316109916475,0.87,BTH,ORH,CZH,CZH,2020
2020-08-04,947,6843462,0.1446393245709699,4.27,BTH,BTH,CZH,CZH,2020
2020-10-04,1008,6785720,0.15078651291338732,6.97,BTH,ORH,CZH,CZH,2020
2020-10-14,1018,10900926,0.7566694043276911,4.63,TRN,BTH,CZH,CZH,2020
2020-06-28,910,6861649,0.5910004786781453,0.94,ORH,TTH,CZH,CZH,2020
2020-08-19,962,10892989,0.16769883703898417,2.25,CZH,BTH,CZH,CZH,2020
2020-11-25,1060,13273769,0.26018398453875413,10.91,BTH,ORH,CZH,CZH,2020
2020-07-19,931,6833131,0.3604416198860963,0.85,BTH,BTH,CZH,CZH,2020
2020-10-31,1035,10913932,0.5764170669592628,10.14,BTH,BTH,CZH,CZH,2020
2020-01-30,760,6861610,0.7274305901854221,0.68,BTH,BTH,CZH,CZH,2020
2020-06-19,901,13285642,0.771155267283178,13.78,BTH,BTH,CZH,CZH,2020
2020-07-29,941,6857682,0.12720902622169422,1,BTH,BTH,CZH,CZH,2020
2020-02-06,767,6802834,0.6780837251518775,0.97,BTH,ORH,CZH,CZH,2020
2020-01-06,736,6769342,0.7851414718614887,2.17,CZH,BTH,CZH,CZH,2020
2020-06-06,888,10903308,0.7980981968711343,2.74,ORH,TTH,CZH,CZH,2020
2020-11-13,1048,6771034,0.49892385202045664,7.39,BTH,TTH,CZH,CZH,2020
2020-08-10,953,10898053,0.1816915681791008,3.53,BTH,ORH,CZH,CZH,2020
2020-07-25,937,6772676,0.23386732128860105,6.23,MIE,BTH,CZH,CZH,2020
2020-09-23,997,6838985,0.22266640275678415,2.32,BTH,BTH,CZH,CZH,2020
2020-09-22,996,6830776,0.7628430392365373,8.17,ORH,BTH,CZH,CZH,2020
2020-08-13,956,6844239,0.18872760654201876,1.2,BTH,BTH,CZH,CZH,2020
2020-03-01,791,6769342,0.6964393972929752,2.17,CZH,BTH,CZH,CZH,2020
2020-10-26,1030,6768833,0.139116839693566,0.81,BTH,BTH,CZH,CZH,2020
2020-02-17,778,6860358,0.8117936620736174,1.66,LUZ,TTH,CZH,CZH,2020
2020-04-02,823,6838905,0.8342845561138271,0.83,BTH,BTH,CZH,CZH,2020
2020-11-04,1039,6808136,0.11820290545564532,5.13,BTH,BTH,CZH,CZH,2020
2020-10-30,1034,6864535,0.45416613352887486,3.81,LIH,BTH,CZH,CZH,2020
2020-12-06,1071,6876263,0.290693421757127,1.7,TTH,BTH,CZH,CZH,2020
2020-06-24,906,10910001,0.1934366140609876,5.4,BTH,BTH,CZH,CZH,2020
2020-07-10,922,6867219,0.27747391571184615,1.59,TTH,BTH,CZH,CZH,2020
2020-03-12,802,6802896,0.7133278331218971,1.4,BTH,ORH,CZH,CZH,2020
2020-10-28,1032,6811736,0.22270929844964937,0.52,BTH,ORH,CZH,CZH,2020
2020-05-07,858,6860601,0.7063417086414898,2.59,SRS,SRS,CZH,CZH,2020
2020-02-02,763,6845304,0.8008412068851916,1.19,BTH,BTH,CZH,CZH,2020
2020-01-21,751,6845317,0.8232628236209175,1.97,BTH,BTH,CZH,CZH,2020
2020-11-24,1059,6889413,0.25484421887619335,2.26,BTH,BTH,CZH,CZH,2020
2020-10-21,1025,13277764,0.3324259759506518,12.6,BTH,BTH,CZH,CZH,2020
2020-06-03,885,13288466,0.8241391273533841,4.03,MIS,BTH,CZH,CZH,2020
2020-11-04,1039,6864607,0.6282627687986394,1.09,LEC,BTH,CZH,CZH,2020
2020-02-02,763,10908440,0.7132856890915136,6.21,MIE,TTH,CZH,CZH,2020
2020-12-18,1083,6876267,0.32845313626403405,0.71,BTH,ORH,CZH,CZH,2020
2020-10-29,1033,6809188,0.2230643832273962,1.96,TTH,TTH,CZH,CZH,2020
2020-06-05,887,13279241,0.7570199073931244,0.87,BTH,ORH,CZH,CZH,2020
2020-02-04,765,6867219,0.6544301232059249,1.59,TTH,BTH,CZH,CZH,2020
2020-11-25,1060,6751600,0.15877891594409307,7.43,BTH,ORH,CZH,CZH,2020
2020-05-27,878,6864907,0.5872484408995365,1.76,BTH,ORH,CZH,CZH,2020
2020-12-16,1081,13286098,0.2263674299470888,3.9,BTH,BTH,CZH,CZH,2020
2020-05-29,880,13288466,0.8348362318582825,4.03,MIS,BTH,CZH,CZH,2020
2020-04-13,834,6886673,0.7849519427508241,1.42,BTH,BTH,CZH,CZH,2020
2020-03-07,797,10910001,0.7298751228687435,5.4,BTH,BTH,CZH,CZH,2020
2020-05-09,860,6861649,0.672626667711165,0.94,ORH,TTH,CZH,CZH,2020
2020-10-20,1024,6861649,0.7172168110386185,0.94,ORH,TTH,CZH,CZH,2020
2020-05-13,864,6894961,0.7358296021346094,5.94,BTH,BTH,CZH,CZH,2020
2020-07-31,943,6828347,0.23848847936594883,1.82,BTH,BTH,CZH,CZH,2020
2020-11-21,1056,6844343,0.32901700248226623,1.81,BTH,BTH,CZH,CZH,2020
2020-04-16,837,218401,0.7998309903359256,9.31,TRN,BTH,CZH,CZH,2020
2020-10-06,1010,6889413,0.14490567185488176,2.26,BTH,BTH,CZH,CZH,2020
2020-03-09,799,6857588,0.7205162561620452,0.83,BTH,BTH,CZH,CZH,2020
2020-09-18,992,6807955,0.17579598152327622,1.52,BTH,ORH,CZH,CZH,2020
2020-07-21,933,6771034,0.21028681332209884,7.39,BTH,TTH,CZH,CZH,2020
2020-11-06,1041,6758092,0.20851287188394765,10.44,TRN,BTH,CZH,CZH,2020
2020-05-12,863,6862209,0.7702795894309946,1.12,BTH,BTH,CZH,CZH,2020
2020-07-08,920,6859435,0.3095477628653412,1.01,BTH,BTH,CZH,CZH,2020
2020-06-13,895,6857691,0.5413405570834133,0.88,BTH,BTH,CZH,CZH,2020
2020-01-06,736,6889427,0.8447388717385059,8.49,BTH,BTH,CZH,CZH,2020
2020-01-23,753,13276065,0.7090589885128653,1.96,BTH,ORH,CZH,CZH,2020
2020-05-08,859,10892974,0.7256023475116963,4.8,MIS,BTH,CZH,CZH,2020
2020-10-05,1009,6768658,0.1207649661670136,2.45,BTH,BTH,CZH,CZH,2020
2020-01-18,748,13291671,0.7890383061246816,2.95,BTH,ORH,CZH,CZH,2020
2020-09-26,1000,6876267,0.15287138020701652,0.71,BTH,ORH,CZH,CZH,2020
2020-02-19,780,13273769,0.7357170183328963,10.91,BTH,ORH,CZH,CZH,2020
2020-10-14,1018,253702,0.15626678814432704,1.5,TRN,BTH,CZH,CZH,2020
2020-01-12,742,13271780,0.4903981206003931,3.32,BTH,BTH,CZH,CZH,2020
2020-10-14,1018,6887438,0.4060372370531681,1.18,TTH,TTH,CZH,CZH,2020
2020-06-12,894,6859435,0.7553529453519043,1.01,BTH,BTH,CZH,CZH,2020
2020-03-03,793,10907716,0.737646409747042,10.31,BTH,BTH,CZH,CZH,2020
2020-12-16,1081,6864522,0.2928514266907373,1.92,LEC,BTH,CZH,CZH,2020
2020-02-19,780,10909608,0.6608231184757591,1.69,ORH,BTH,CZH,CZH,2020
2020-04-07,828,6864763,0.7003942211080671,0.9,BTH,BTH,CZH,CZH,2020
2020-02-11,772,6880696,0.7942470271605114,3.82,BTH,BTH,CZH,CZH,2020
2020-09-09,983,6763374,0.6286718704779753,1.44,BTH,ORH,CZH,CZH,2020
2020-06-15,897,6838985,0.7401307382242843,2.32,BTH,BTH,CZH,CZH,2020
2020-04-08,829,6807955,0.797641306722985,1.52,BTH,ORH,CZH,CZH,2020
2020-03-22,812,6842019,0.7749903505138168,7.2,BTH,BTH,CZH,CZH,2020
2020-09-13,987,10895457,0.12948321638298008,3.95,BTH,ORH,CZH,CZH,2020
2020-06-28,910,6876166,0.4907512774078995,0.49,BTH,ORH,CZH,CZH,2020
2020-08-31,974,6876166,0.21254323486282903,0.49,BTH,ORH,CZH,CZH,2020
2020-06-18,900,6867306,0.607689085760753,1.69,TTH,TTH,CZH,CZH,2020
2020-12-26,1091,10894592,0.6176330451064718,1.22,CZH,BTH,CZH,CZH,2020
2020-03-15,805,6880696,0.793476336473929,3.82,BTH,BTH,CZH,CZH,2020
2020-12-06,1071,10899282,0.15500859541629541,2.37,BTH,BTH,CZH,CZH,2020
2020-03-12,802,6807720,0.7105447958712693,15.29,BTH,ORH,CZH,CZH,2020
2020-04-25,846,6870475,0.7878015114807804,0.85,BTH,BTH,CZH,CZH,2020
2020-05-16,867,6843381,0.68996458770902,1.2,BTH,BTH,CZH,CZH,2020
2020-10-26,1030,10895856,0.12071547383955956,0.84,BTH,BTH,CZH,CZH,2020
2020-01-26,756,6884837,0.8345697972039519,0.69,BTH,BTH,CZH,CZH,2020
2020-07-04,916,6758054,0.3846063238813069,4.85,BTH,ORH,CZH,CZH,2020
2020-10-10,1014,6768658,0.1207649661670136,2.45,BTH,BTH,CZH,CZH,2020
2020-03-03,793,6845476,0.6840527226376837,1.32,BTH,BTH,CZH,CZH,2020
2020-03-22,812,6763429,0.8777284898274086,1.4,ORH,TRN,CZH,CZH,2020
2020-03-16,806,13273250,0.8545159264376687,6.15,TRN,BTH,CZH,CZH,2020
2020-02-17,778,13286034,0.7948382380730235,0.52,BTH,ORH,CZH,CZH,2020
2020-02-11,772,6808621,0.5719722595422029,6.17,TRN,BTH,CZH,CZH,2020
2020-04-21,842,6768729,0.6850551640152848,1.54,BTH,BTH,CZH,CZH,2020
2020-06-17,899,6758092,0.7342977606381756,10.44,TRN,BTH,CZH,CZH,2020
2020-01-19,749,6758092,0.7634963976620127,10.44,TRN,BTH,CZH,CZH,2020
2020-10-28,1032,6859883,0.2017542126667252,6.98,BTH,BTH,CZH,CZH,2020
2020-09-01,975,13286074,0.2251148323719649,6.51,BTH,ORH,CZH,CZH,2020
2020-09-13,987,6808302,0.7291237815952015,4.18,BTH,BTH,CZH,CZH,2020
2020-09-06,980,13284724,0.33450998558447453,5.73,BTH,ORH,CZH,CZH,2020
2020-08-02,945,6783892,0.33623358529746405,2.46,SRS,BTH,CZH,CZH,2020
2020-05-08,859,6862125,0.7953457798695104,3.46,BTH,BTH,CZH,CZH,2020
2020-06-07,889,6759609,0.7040922090970897,4.89,BTH,BTH,CZH,CZH,2020
2020-02-12,773,6833147,0.8456585190351882,4.43,BTH,BTH,CZH,CZH,2020
2020-11-22,1057,13281930,0.2897905591878409,10.6,BTH,BTH,CZH,CZH,2020
2020-10-07,1011,10912965,0.29490359777589986,7.34,MIS,BTH,CZH,CZH,2020
2020-09-05,979,6763520,0.1311793852457522,1.27,ORH,TRN,CZH,CZH,2020
2020-06-14,896,6841743,0.6188061405583103,1.31,CZH,BTH,CZH,CZH,2020
2020-10-24,1028,6889121,0.13888881864304947,2.6,BTH,BTH,CZH,CZH,2020
2020-05-19,870,6768833,0.81829254410476715,0.81,BTH,BTH,CZH,CZH,2020
2020-01-10,740,6896415,0.7374417905959639,1.04,BTH,ORH,CZH,CZH,2020
2020-11-07,1042,6763374,0.5498122436027998,1.44,BTH,ORH,CZH,CZH,2020
2020-01-29,759,6770544,0.8286659732768055,3.09,BTH,BTH,CZH,CZH,2020
2020-09-22,996,11485334,0.11346613776168192,16.57,BTH,ORH,CZH,CZH,2020
2020-07-10,922,13273768,0.4280871823236508,3.75,BTH,TTH,CZH,CZH,2020
2020-05-24,875,6764364,0.8333176469755761,2.81,BTH,ORH,CZH,CZH,2020
2020-10-25,1029,6844255,0.12690646181944926,1.88,BTH,BTH,CZH,CZH,2020
2020-05-08,859,6762435,0.6739656734073449,3.18,BTH,BTH,CZH,CZH,2020
2020-08-06,949,6862125,0.16704528381434536,3.46,BTH,BTH,CZH,CZH,2020
2020-10-16,1020,6821272,0.12044519961334824,1.84,ORH,ORH,CZH,CZH,2020
2020-06-30,912,6844431,0.33081286491606543,1.72,BTH,BTH,CZH,CZH,2020
2020-05-02,853,6876267,0.7443809423545726,0.71,BTH,ORH,CZH,CZH,2020
2020-10-02,1006,6808621,0.5753618623861799,6.17,TRN,BTH,CZH,CZH,2020
2020-02-28,789,6864536,0.8823850695702617,3.07,LEC,BTH,CZH,CZH,2020
2020-05-25,876,253702,0.791462542638047,1.5,TRN,BTH,CZH,CZH,2020
2020-01-09,739,6839195,0.5331877908411158,1.08,BTH,BTH,CZH,CZH,2020
2020-12-05,1070,6821277,0.21567034601401283,0.81,ORH,ORH,CZH,CZH,2020
2020-02-20,781,6765140,0.812539959761327,1.45,BTH,ORH,CZH,CZH,2020
2020-05-25,876,6763377,0.8188247064529433,1.1,BTH,ORH,CZH,CZH,2020
2020-09-18,992,6807720,0.4974256375342119,15.29,BTH,ORH,CZH,CZH,2020
2020-11-03,1038,253698,0.1403673652747695,1.51,TRN,BTH,CZH,CZH,2020
2020-10-10,1014,13274924,0.1047985488945612,10.52,BTH,BTH,CZH,CZH,2020
2020-09-21,995,6845304,0.7814529786200353,1.19,BTH,BTH,CZH,CZH,2020
2020-10-02,1006,13274924,0.1047985488945612,10.52,BTH,BTH,CZH,CZH,2020
2020-09-30,1004,6889221,0.14061797165989037,4.17,BTH,BTH,CZH,CZH,2020
2020-03-07,797,6751397,0.7080961461064831,15.23,BTH,BTH,CZH,CZH,2020
2020-05-02,853,6763372,0.7807765711479367,0.87,TTH,ORH,CZH,CZH,2020
2020-07-26,938,6759795,0.2613242719482526,0.98,BTH,ORH,CZH,CZH,2020
2020-07-18,930,6819085,0.2968791670022929,0.87,ORH,ORH,CZH,CZH,2020
2020-05-29,880,6842034,0.7150929877986457,4.86,BTH,BTH,CZH,CZH,2020
2020-02-16,777,13276065,0.6842409399280265,1.96,BTH,ORH,CZH,CZH,2020
2020-03-12,802,13283571,0.7896274686885083,7.7,BTH,BTH,CZH,CZH,2020
2020-02-18,779,6832636,0.7180458821518833,3.35,TTH,TTH,CZH,CZH,2020
2020-09-14,988,10913932,0.5042002654586337,10.14,BTH,BTH,CZH,CZH,2020
2020-08-04,947,6859768,0.1404704450983209,8.33,BTH,BTH,CZH,CZH,2020
2020-01-01,731,6844255,0.6518283252776499,1.88,BTH,BTH,CZH,CZH,2020
2020-12-01,1066,6759530,0.16552854328340616,1.86,TRN,BTH,CZH,CZH,2020
2020-08-23,966,6809195,0.28897359614812707,3.14,TTH,TTH,CZH,CZH,2020
2020-11-21,1056,6769342,0.6409248382940445,2.17,CZH,BTH,CZH,CZH,2020
2020-03-05,795,13285064,0.3784461152882206,2.58,BTH,BTH,CZH,CZH,2020
2020-10-03,1007,6864615,0.47297072128969686,4.49,BTH,BTH,CZH,CZH,2020
2020-07-30,942,11485334,0.14105645658539537,16.57,BTH,ORH,CZH,CZH,2020
2020-07-23,935,6811926,0.37308190648812384,0.98,BTH,BTH,CZH,CZH,2020
2020-02-23,784,6828347,0.7650161445352075,1.82,BTH,BTH,CZH,CZH,2020
2020-11-17,1052,13283651,0.25534161186751675,1.84,BTH,BTH,CZH,CZH,2020
2020-12-18,1083,6867219,0.45059263680800254,1.59,TTH,BTH,CZH,CZH,2020
2020-04-25,846,6829151,0.6702002355712603,0.42,ORH,BTH,CZH,CZH,2020
2020-03-30,820,6857682,0.8239697044647492,1,BTH,BTH,CZH,CZH,2020
2020-01-31,761,6858195,0.7940496069817301,7.62,BTH,BTH,CZH,CZH,2020
2020-03-31,821,6783975,0.6247646562721747,5.1,BTH,BTH,CZH,CZH,2020
2020-01-19,749,6859435,0.7074711822525261,1.01,BTH,BTH,CZH,CZH,2020
2020-05-25,876,10899266,0.8645893321246834,20.6,MIS,BTH,CZH,CZH,2020
2020-11-01,1036,10895856,0.12071547383955956,0.84,BTH,BTH,CZH,CZH,2020
2020-10-04,1008,6889427,0.1173784562295288,8.49,BTH,BTH,CZH,CZH,2020
2020-03-27,817,10908440,0.8506789083543558,6.21,MIE,TTH,CZH,CZH,2020
2020-09-15,989,10911304,0.11668559265822084,2.07,BTH,ORH,CZH,CZH,2020
2020-06-05,887,10912975,0.7741969259753767,0.5,BTH,BTH,CZH,CZH,2020
2020-07-02,914,6867306,0.6076021297179822,1.69,TTH,TTH,CZH,CZH,2020
2020-12-15,1080,253702,0.3216505413844336,1.5,TRN,BTH,CZH,CZH,2020
2020-10-21,1025,6843461,0.23059430679825363,2.26,BTH,BTH,CZH,CZH,2020
2020-06-18,900,10903308,0.7980981968711343,2.74,ORH,TTH,CZH,CZH,2020
2020-12-11,1076,6773827,0.2846403342515656,4.42,BTH,BTH,CZH,CZH,2020
2020-01-08,738,6860308,0.8006427107311752,1.81,BTH,BTH,CZH,CZH,2020
2020-03-24,814,6833132,0.8209039251837332,2.48,BTH,BTH,CZH,CZH,2020
2020-07-26,938,6763429,0.25119643132911457,1.4,ORH,TRN,CZH,CZH,2020
2020-06-24,906,6859768,0.31802263788262264,8.33,BTH,BTH,CZH,CZH,2020
2020-10-30,1034,10898053,0.15001940515576437,3.53,BTH,ORH,CZH,CZH,2020
2020-03-27,817,6772676,0.8120059110756972,6.23,MIE,BTH,CZH,CZH,2020
2020-06-17,899,6834123,0.8004563724218294,11.36,TRN,BTH,CZH,CZH,2020
2020-09-26,1000,10910001,0.14749055466121783,5.4,BTH,BTH,CZH,CZH,2020
2020-04-25,846,13291758,0.6874345482222203,14,BTH,ORH,CZH,CZH,2020
2020-02-21,782,13285696,0.8339296643541844,1.6,BTH,BTH,CZH,CZH,2020
2020-04-19,840,6860308,0.6501509052870247,1.81,BTH,BTH,CZH,CZH,2020
2020-05-31,882,6886459,0.8125531780643485,5.42,ORH,TTH,CZH,CZH,2020
2020-06-12,894,6785720,0.6864920857439233,6.97,BTH,ORH,CZH,CZH,2020
2020-09-10,984,10910001,0.1493057472312381,5.4,BTH,BTH,CZH,CZH,2020
2020-05-21,872,6841743,0.8019917284410255,1.31,CZH,BTH,CZH,CZH,2020
2020-05-31,882,6867219,0.8330154355956022,1.59,TTH,BTH,CZH,CZH,2020
2020-03-24,814,6821272,0.7523736088767684,1.84,ORH,ORH,CZH,CZH,2020
2020-07-15,927,6758092,0.5504842040210959,10.44,TRN,BTH,CZH,CZH,2020
2020-06-01,883,6845476,0.7690540110389562,1.32,BTH,BTH,CZH,CZH,2020
2020-10-26,1030,6763513,0.21171578886936376,0.48,ORH,PHI,CZH,CZH,2020
2020-04-29,850,6768658,0.7118953317922319,2.45,BTH,BTH,CZH,CZH,2020
2020-07-24,936,6850760,0.17283090813946078,3.45,CZH,BTH,CZH,CZH,2020
2020-07-31,943,6845478,0.22175520318509925,1.41,BTH,BTH,CZH,CZH,2020
2020-03-17,807,13291671,0.8323898606986855,2.95,BTH,ORH,CZH,CZH,2020
2020-07-30,942,6858195,0.3523595629501109,7.62,BTH,BTH,CZH,CZH,2020
2020-09-27,1001,6844431,0.1512804299186137,1.72,BTH,BTH,CZH,CZH,2020
2020-01-27,757,6785720,0.5189769007929084,6.97,BTH,ORH,CZH,CZH,2020
2020-11-22,1057,6841802,0.2811126711471866,1.4,MIE,TTH,CZH,CZH,2020
2020-04-21,842,13284724,0.7135028538519128,5.73,BTH,ORH,CZH,CZH,2020
2020-10-23,1027,6858195,0.2861504525384436,7.62,BTH,BTH,CZH,CZH,2020
2020-10-11,1015,6805050,0.5206426389145988,5.93,BTH,BTH,CZH,CZH,2020
2020-06-30,912,6861610,0.6086232544610597,0.68,BTH,BTH,CZH,CZH,2020
2020-07-12,924,6830775,0.1885347995197833,0.31,ORH,BTH,CZH,CZH,2020
2020-06-09,891,6759795,0.7920234605915272,0.98,BTH,ORH,CZH,CZH,2020
2020-09-24,998,13285696,0.640047634595721,1.6,BTH,BTH,CZH,CZH,2020
2020-09-24,998,6751600,0.13182833543564643,7.43,BTH,ORH,CZH,CZH,2020
2020-12-12,1077,6751718,0.3205353227659305,1.86,CZH,BTH,CZH,CZH,2020
2020-11-29,1064,6797772,0.3102980995255395,3.08,MLG,BTH,CZH,CZH,2020
2020-09-08,982,6802834,0.17379043375184566,0.97,BTH,ORH,CZH,CZH,2020
2020-11-13,1048,6811919,0.14463162622567843,0.55,BTH,BTH,CZH,CZH,2020
2020-05-25,876,6821272,0.7789123146120939,1.84,ORH,ORH,CZH,CZH,2020
2020-09-29,1003,6887233,0.09554575019465963,9.68,BTH,ORH,CZH,CZH,2020
2020-06-18,900,6763377,0.7804557288186753,1.1,BTH,ORH,CZH,CZH,2020
2020-04-01,822,6896415,0.8231539233884689,1.04,BTH,ORH,CZH,CZH,2020
2020-12-24,1089,6872695,0.6598245868541498,2.16,AVP,BTH,CZH,CZH,2020
2020-09-22,996,6870475,0.29558867882837653,0.85,BTH,BTH,CZH,CZH,2020
2020-04-18,839,6809188,0.7542954325044272,1.96,TTH,TTH,CZH,CZH,2020
2020-10-08,1012,6770462,0.1636463928893878,1.62,BTH,BTH,CZH,CZH,2020
2020-12-01,1066,6841741,0.4088591490796349,2.74,BTH,ORH,CZH,CZH,2020
2020-10-06,1010,6860601,0.3960710258341561,2.59,SRS,SRS,CZH,CZH,2020
2020-03-03,793,6861610,0.6729027791399554,0.68,BTH,BTH,CZH,CZH,2020
2020-10-07,1011,6889413,0.14490567185488176,2.26,BTH,BTH,CZH,CZH,2020
2020-09-26,1000,6766815,0.15154617617277596,5.59,TRN,BTH,CZH,CZH,2020
2020-10-28,1032,6870823,0.8190069775268749,11.73,TRN,BTH,CZH,CZH,2020
2020-04-09,830,6862209,0.8696348227051899,1.12,BTH,BTH,CZH,CZH,2020
2020-09-15,989,13286098,0.1648206777914724,3.9,BTH,BTH,CZH,CZH,2020
2020-08-29,972,13282896,0.7156347911791784,7.38,BTH,BTH,CZH,CZH,2020
2020-06-06,888,6769630,0.7356445993888693,1.77,TTH,ORH,CZH,CZH,2020
2020-10-20,1024,6787366,0.2114954806219051,1.14,BTH,ORH,CZH,CZH,2020
2020-12-18,1083,6844239,0.37251909760776675,1.2,BTH,BTH,CZH,CZH,2020
2020-09-22,996,10900926,0.7566694043276911,4.63,TRN,BTH,CZH,CZH,2020
2020-04-21,842,6861610,0.6496212461649132,0.68,BTH,BTH,CZH,CZH,2020
2020-06-26,908,6849453,0.26598784958683513,1.47,BTH,BTH,CZH,CZH,2020
2020-04-04,825,6844426,0.7177126479876219,2.37,BTH,BTH,CZH,CZH,2020
2020-01-02,732,10892989,0.8757656987427207,2.25,CZH,BTH,CZH,CZH,2020
2020-01-05,735,6763520,0.394381217577301,1.27,ORH,TRN,CZH,CZH,2020
2020-03-26,816,13285696,0.8253611284872149,1.6,BTH,BTH,CZH,CZH,2020
2020-10-11,1015,6799559,0.5543762567113028,11.06,BTH,BTH,CZH,CZH,2020
2020-11-07,1042,13288466,0.2124216330729563,4.03,MIS,BTH,CZH,CZH,2020
2020-06-11,893,10911304,0.7941845560379259,2.07,BTH,ORH,CZH,CZH,2020
2020-11-14,1049,6769470,0.2830195865149425,1.6,TTH,ORH,CZH,CZH,2020
2020-02-09,770,6848714,0.8083997541005996,1.17,ORH,BTH,CZH,CZH,2020
2020-05-04,855,6842034,0.7204623019038902,4.86,BTH,BTH,CZH,CZH,2020
2020-01-27,757,13291630,0.8620347828892,1.04,BTH,BTH,CZH,CZH,2020
2020-02-19,780,13283651,0.6562703373417553,1.84,BTH,BTH,CZH,CZH,2020
2020-06-07,889,6848714,0.4576879417947986,1.17,ORH,BTH,CZH,CZH,2020
2020-02-10,771,10895457,0.794040106597105,3.95,BTH,ORH,CZH,CZH,2020
2020-01-06,736,6808302,0.8173552138843393,4.18,BTH,BTH,CZH,CZH,2020
2020-08-16,959,6849453,0.1945632354016909,1.47,BTH,BTH,CZH,CZH,2020
2020-07-27,939,6858194,0.3270803032246117,1.83,BTH,BTH,CZH,CZH,2020
2020-06-07,889,6818792,0.6343144382768989,0.96,BTH,BTH,CZH,CZH,2020
2020-08-09,952,6887438,0.22089564961071673,1.18,TTH,TTH,CZH,CZH,2020
2020-07-02,914,6867219,0.2726273943629445,1.59,TTH,BTH,CZH,CZH,2020
2020-10-18,1022,6805811,0.421805617389746,3.44,MLG,MLG,CZH,CZH,2020
2020-01-19,749,6860625,0.795343425829609,3.95,BTH,BTH,CZH,CZH,2020
2020-06-24,906,6828459,0.3231505914591922,2.37,BTH,BTH,CZH,CZH,2020
2020-10-20,1024,6763434,0.15836053832424996,0.36,ORH,PHI,CZH,CZH,2020
2020-05-27,878,6860280,0.7160699934851972,1.16,LUZ,TTH,CZH,CZH,2020
2020-12-27,1092,6838985,0.2177802006011369,2.32,BTH,BTH,CZH,CZH,2020
2020-08-07,950,6763372,0.28286388798202666,0.87,TTH,ORH,CZH,CZH,2020
2020-10-19,1023,6884734,0.21016998927018,2.72,BTH,BTH,CZH,CZH,2020
2020-12-14,1079,6830775,0.38782447315899377,0.31,ORH,BTH,CZH,CZH,2020
2020-02-05,766,6807637,0.6182919819003475,11.35,BTH,ORH,CZH,CZH,2020
2020-06-03,885,6787366,0.6593803512523304,1.14,BTH,ORH,CZH,CZH,2020
2020-03-17,807,6811926,0.6399212511955394,0.98,BTH,BTH,CZH,CZH,2020
2020-06-25,907,13284724,0.38176380181914704,5.73,BTH,ORH,CZH,CZH,2020
2020-08-10,953,6833131,0.39304603886308415,0.85,BTH,BTH,CZH,CZH,2020
2020-08-06,949,11471121,0.25218615403406514,0.5,TRN,BTH,CZH,CZH,2020
2020-02-24,785,6830776,0.8116623917291029,8.17,ORH,BTH,CZH,CZH,2020
2020-03-21,811,6758092,0.6104037323381412,10.44,TRN,BTH,CZH,CZH,2020
2020-01-03,733,6851122,0.48387220069593495,2.91,BTH,ORH,CZH,CZH,2020
2020-05-14,865,6858208,0.7445856206552984,3.52,BTH,BTH,CZH,CZH,2020
2020-01-11,741,6753254,0.6570607318596807,1.19,BTH,ORH,CZH,CZH,2020
2020-07-30,942,6861610,0.3016480747297573,0.68,BTH,BTH,CZH,CZH,2020
2020-11-04,1039,6887438,0.4060372370531681,1.18,TTH,TTH,CZH,CZH,2020
2020-05-17,868,6787208,0.7740486620101698,0.52,SOJ,BTH,CZH,CZH,2020
2020-07-18,930,6809198,0.24573280306409823,1.87,TTH,TTH,CZH,CZH,2020
2020-04-09,830,6844255,0.6754272613804133,1.88,BTH,BTH,CZH,CZH,2020
2020-01-17,747,6857682,0.6796367345096748,1,BTH,BTH,CZH,CZH,2020
2020-03-28,818,6770544,0.8037502772624732,3.09,BTH,BTH,CZH,CZH,2020
2020-02-22,783,13286034,0.8127525200982192,0.52,BTH,ORH,CZH,CZH,2020
